target_icd,rank,prs_icd,auc
M05,9,D51,0.5260247516802141
M05,10,N43,0.5253415745167486
M06,1,M05,0.5416065454271906
M06,2,E66,0.5313350027828107
M06,3,M06,0.5312815498306265
M06,4,M19,0.5306193821814617
M06,5,M17,0.5294992741619898
M06,6,M16,0.5263187313226649
M06,7,E03,0.5260047433314345
M06,8,M51,0.5247018630072986
M06,9,J35,0.5234107489617338
M06,10,G56,0.5226414850681083
M10,1,M10,0.6253928588165205
M10,2,I10,0.5589005059031295
M10,3,E66,0.5429344500358143
M10,4,E11,0.5421175949325716
M10,5,I71,0.5398083208621538
M10,6,M19,0.5391034940897987
M10,7,M47,0.5340662193187348
M10,8,M17,0.5338494919146956
M10,9,I50,0.5324351959590078
