icd,case_num,autogluon,tabpfn,glm,superlearner,unsemble,single,description
M81,15965,0.5615238457009402,0.5751844715503871,0.5665959951772345,0.5669573555470078,0.5056812726560825,0.5591420534307413,Osteoporosis without current pathological fracture
A41,7509,0.5257500059554697,0.5457686107840393,0.5279176108478244,0.5279966756783052,0.5074277008705108,0.5218357409348755,Other sepsis
L73,8179,0.5406996959783198,0.5477869120448717,0.5436442372383742,0.5433883248008184,0.5068363500213978,0.5356817108027467,Other follicular disorders
I71,3539,0.5469245895906915,0.5595485768895876,0.5590897020879717,0.5654395140159133,0.5214177385675283,0.5577115873441844,Aortic aneurysm and dissection
G24,1556,0.5000929829672358,0.5043983595519831,0.5040019757604681,0.5035757498147461,0.5062130805446649,0.5383439590614542,Dystonia
D50,14550,0.526991634043074,0.5292976496351439,0.5308963745581371,0.530315977560978,0.4863684633456966,0.5228308874810619,Iron deficiency anemia
N73,1060,0.5182645249882476,0.514204063850042,0.5261321486677383,0.5257610852033123,0.4923470032594664,0.5337897124092876,Other female pelvic inflammatory diseases
K85,2148,0.53688572922524,0.5428246830015352,0.541207676002815,0.5408325338933548,0.4990269550380808,0.5562165472494576,Acute pancreatitis
S52,3885,0.5800899698903708,0.5703442592894935,0.583902812453055,0.58395686292,0.5602245154981804,0.5790791774148816,Fracture of forearm
E16,3108,0.5688668058863344,0.5608846944396533,0.5777973823063186,0.5777973823063186,0.564662157144149,0.5857836927691092,Other disorders of pancreatic internal secretion
K57,22859,0.580046021176141,0.5741567366182408,0.5831977572575738,0.5835761356124058,0.5670904539058633,0.5814878901270265,Diverticular disease of intestine
K91,3021,0.5186397853327059,0.5164837185874,0.5200831511424289,0.5204463266873384,0.5031571240109551,0.5346423056719781,"Intraop and postproc comp and disorders of dgstv sys, NEC"
O99,3884,0.5004248960710246,0.5129781583994645,0.5288276896725396,0.5333326224451121,0.512634241380512,0.5494456439310381,Oth maternal diseases classd elsw but compl preg/chldbrth
I74,871,0.5568198007696971,0.5883048788352216,0.5473600250875003,0.5785996317287792,0.5318684959429133,0.5707390721072204,Arterial embolism and thrombosis
D22,25842,0.5486039278324334,0.5375329787253669,0.5566781279295714,0.5584599486724645,0.5051097071415591,0.5518672787331632,Melanocytic nevi
G57,5888,0.5369719107198996,0.5284898945047329,0.544740624148467,0.5428995821240549,0.4791710149665694,0.5426722560971772,Mononeuropathies of lower limb
F06,1649,0.5117920543423583,0.5062645774670971,0.5287207441077539,0.5254267884307834,0.525786561395489,0.5525891258594268,Other mental disorders due to known physiological condition
E03,25595,0.6225132984421073,0.6292381326168844,0.6233377504385751,0.6230062256663239,0.5840200685400836,0.6212880635319505,Other hypothyroidism
