icd,case_num,autogluon,tabpfn,glm,superlearner,unsemble,single,description
M19,35618,0.5493789894553844,0.5460578556841713,0.5500244978628133,0.5500244978628133,0.5244475977049671,0.5416456994852851,Other and unspecified osteoarthritis
M32,1426,0.5778569491007757,0.586282714312728,0.5647235151802953,0.5639542332597675,0.5248718406345585,0.5632997277259972,Systemic lupus erythematosus (SLE)
M41,5299,0.5407537754951294,0.5487614281194918,0.5508267359804377,0.5502762466396205,0.5192670517258792,0.5338363409308329,Scoliosis
M47,25732,0.5555621294430362,0.551748067894041,0.5617355444549565,0.561770899801969,0.5259132441946268,0.5466648371486957,Spondylosis
M50,8639,0.5654851775122767,0.5667947855770582,0.568665244808898,0.5690569246966589,0.5316114413125739,0.5508602277557006,Cervical disc disorders
M51,18961,0.5607036108829503,0.5567451243921169,0.5653836294435767,0.5661729819471123,0.5349328943511198,0.5574404700444925,"Thoracic, thoracolum, and lumbosacral intvrt disc disorders"
M81,15965,0.5703352083855879,0.6039093432683259,0.5523419217242608,0.5534086533940513,0.5067127723544337,0.5680953555608559,Osteoporosis without current pathological fracture
M86,2186,0.5735402403926246,0.5717254020802089,0.5848639179925692,0.585086558409539,0.467701083884432,0.5578215993567512,Osteomyelitis
M96,2166,0.5937480084607294,0.6119878058477014,0.6067457274268218,0.6071800143891608,0.460444611057986,0.5884734915849607,"Intraop and postproc comp and disorders of ms sys, NEC"
N18,15226,0.5633105422198775,0.5673018739271728,0.5627026554525315,0.5627887471466492,0.4914744949822379,0.5506085725304634,Chronic kidney disease (CKD)
N20,11111,0.5832773395015735,0.581293723493177,0.590428305686833,0.5901884501611669,0.5443119653992101,0.5836720770054605,Calculus of kidney and ureter
N40,15697,0.5309396984960556,0.5243751908270093,0.550463501378144,0.550032430711985,0.535980829243825,0.5453329737923559,Benign prostatic hyperplasia
N41,1466,0.5587592262662845,0.5822991074908387,0.5760480691661277,0.576470519932654,0.5392000810712925,0.5571202586567415,Inflammatory diseases of prostate
N42,1292,0.5484779380114506,0.5692723046963951,0.5542082273964528,0.5586928641681147,0.5030687772923079,0.5701936993395246,Other and unspecified disorders of prostate
N43,1283,0.5518918286895452,0.5515531709573279,0.5654240142441785,0.5669739453194664,0.5234397732255521,0.5436966134619715,Hydrocele and spermatocele
N62,1937,0.559341430246491,0.5670603397258659,0.5676882922136306,0.5681883390644885,0.5464189742443075,0.5629943526739504,Hypertrophy of breast
N80,2503,0.5465154756775475,0.5549852462607305,0.565571117401169,0.5652783843899253,0.5439376648493248,0.5595273960858288,Endometriosis
N81,4629,0.5575943032744716,0.5689865920170306,0.5637820587743751,0.5640707902910201,0.5170156745178411,0.5647553818854875,Female genital prolapse
O03,1017,0.5513000921574155,0.5674621458337543,0.5776208564985844,0.5782811895458075,0.4985585441475531,0.5555355902151653,Spontaneous abortion
O26,3302,0.5729884502737889,0.5702515569980039,0.5264549416033655,0.5377859213719771,0.4889586716235706,0.5357651211275254,Maternal care for oth conditions predom related to pregnancy
S22,4714,0.5685689727368574,0.5708060659123199,0.576523648630861,0.5777459115350816,0.4946349473534921,0.5561739982387199,"Fracture of rib(s), sternum and thoracic spine"
S32,2756,0.5676166509965587,0.5662779597633926,0.5789937455662645,0.5789937455662645,0.4788355793154728,0.5478933176959235,Fracture of lumbar spine and pelvis
S42,3060,0.5682494618798607,0.5685124962962709,0.5628875296443182,0.5668517959510487,0.5036726403490535,0.5555307513510173,Fracture of shoulder and upper arm
S52,3885,0.5723585679780804,0.5729132873888205,0.5655965144114485,0.5658300875637939,0.5370814362102788,0.5611732653070262,Fracture of forearm
S72,1897,0.571073599827254,0.5707151479706524,0.5656285691336187,0.5652061911914946,0.5039179547163996,0.5468406651218664,Fracture of femur
S82,4849,0.5546587425335929,0.5484690114641725,0.5638101106954589,0.5639181845237462,0.4695271823612749,0.5497041157505037,"Fracture of lower leg, including ankle"
